Incidence,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
0,-0.0385,-0.269,-0.297,-0.238,NA,0.323,0.228,-0.131,-1.57,-0.383,-1.03,-0.592,1.17,-0.343,-0.491,1.11
0,-0.289,-0.529,0.63,0.543,-2.42,-1.04,-1,0.612,-1.48,1.31,-1.36,-0.0034,0.0992,0.231,-0.784,-0.569
0,0.0351,0.224,0.542,0.47,0.332,-0.436,-0.364,0.807,1.16,-1.54,0.81,-0.683,-0.802,1.5,0.875,-0.808
0,0.187,-0.208,0.197,0.186,-3.05,-0.127,-0.0949,0.398,-1.74,3.87,-1.28,0.0531,-0.406,0.0398,NA,-0.879
0,0.14,-0.0868,-0.0841,-0.0622,-0.809,0.305,0.317,-0.383,-0.882,1.47,-0.695,0.229,0.0275,-0.548,-1.24,NA
0,0.00511,0.212,0.45,0.377,0.625,-1.38,-1.35,0.306,1.34,-1.17,1.16,0.679,-0.536,0.532,0.682,0.231
0,0.019,0.151,0.394,0.336,0.216,-0.0783,-0.0757,0.717,-0.37,-0.385,-0.107,0.423,-0.617,NA,-0.144,0.114
0,0.0708,0.115,-0.139,-0.111,0.584,0.27,0.264,0.786,-0.144,-0.166,-0.609,-0.0345,-0.273,0.811,1.05,-0.0403
0,0.124,0.231,0.113,0.0917,0.6,-0.471,-0.443,0.379,0.877,-0.747,1.04,0.428,-0.483,0.454,0.259,-0.0515
0,-0.0385,0.0373,-0.489,-0.387,0.481,0.497,0.41,-0.327,1.26,-0.844,0.323,-0.121,-0.206,-0.212,1.14,0.114
0,0.115,0.227,0.846,0.723,0.343,-1.45,-1.4,NA,0.236,-0.858,0.0219,-0.0436,-0.763,0.024,-0.49,NA
0,0.00953,-0.0101,-0.286,-0.219,-0.44,-0.525,-0.537,1.19,-1.5,0.916,-0.979,-0.982,0.328,0.878,-0.449,NA
0,-0.0697,-0.0359,-0.0408,-0.0337,-0.549,-0.00332,0.0083,NA,-0.919,-0.247,-0.946,-0.817,0.664,NA,NA,-0.383
0,0.0395,0.107,0.155,0.127,-0.123,-0.996,-0.966,0.275,1.77,-0.244,2.05,-0.0207,0.00556,0.713,0.293,-0.741
0,0.0152,0.207,0.0404,0.0524,0.0477,-0.204,-0.289,NA,0.435,-0.725,0.802,-0.363,-0.508,1.91,0.179,-0.245
0,-0.0741,0.0582,-0.113,-0.162,-0.0739,0.517,0.47,NA,-1.56,0.0904,0.242,1.69,-0.65,-1.8,-1.11,1.16
0,-0.0353,0.0439,-0.416,-0.342,0.118,0.683,0.759,1.02,1.15,-1.49,-0.445,0.291,1.05,1,NA,-0.592
0,0.0866,0.236,0.022,0.0305,0.616,-0.327,-0.272,0.741,1.04,0.00571,1.72,-0.38,-0.867,1.15,NA,-0.73
0,-0.19,0.0313,-0.0918,-0.0693,0.108,1.67,1.44,0.43,0.698,-1.16,0.496,-0.113,0.432,0.772,NA,0.0481
0,-0.0691,0.107,-0.939,-0.84,0.781,0.846,0.925,NA,-0.55,0.833,-0.375,-0.861,0.392,-0.41,NA,0.174
0,-0.0072,0.178,0.127,0.111,0.741,-0.545,-0.541,-0.892,-0.0326,-1.14,-0.243,0.223,-0.998,-0.799,-0.798,0.73
0,-0.0666,-0.0576,-0.85,-0.714,-0.454,0.787,0.627,-0.532,-0.907,-0.43,-0.404,1.01,0.427,NA,-1.08,0.209
0,0.0942,-0.0096,-1.36,-1.19,0.45,1.75,1.64,-0.242,0.677,-0.405,1.11,0.129,0.826,0.11,0.629,0.35
0,-0.122,-0.16,-0.0604,-0.0658,-0.0306,0.164,0.319,-0.385,-0.282,-1.18,-0.466,0.875,-0.576,-0.436,0.0306,0.0991
0,-0.0277,-0.0252,0.192,0.179,-0.102,-0.334,-0.318,NA,-0.29,0.633,-0.945,-0.191,-0.176,-0.444,NA,0.197
0,-0.011,0.198,0.305,0.262,0.415,-0.0597,-0.0808,0.451,0.67,-1.18,0.296,0.159,0.113,NA,1.42,-0.703
0,0.0566,0.0112,0.405,0.36,NA,-0.456,-0.491,-0.564,-0.225,1.07,-0.498,-0.0668,-0.575,-0.618,-1.13,0.786
0,-0.0786,0.141,-0.192,-0.136,0.672,0.329,0.413,0.476,0.674,-0.248,0.322,0.254,-0.45,0.657,0.791,-0.369
0,0.0957,-0.47,-0.83,-0.791,-1.58,0.577,1.11,NA,-0.465,0.118,1.79,7.89,1.7,NA,-3.72,1.12
0,0.0853,0.229,-0.00997,-0.00361,0.323,-0.389,-0.368,-0.0136,0.842,-0.742,1.11,0.319,-0.342,0.26,0.022,-0.551
0,0.153,0.213,0.297,0.256,0.879,-0.221,-0.21,0.0901,0.14,0.145,-0.536,-0.0741,-0.664,0.107,0.431,-0.246
0,0.0676,0.0458,-0.647,-0.548,1.05,0.61,0.671,-0.332,0.381,-0.0287,-0.3,0.0853,-0.0481,-0.364,0.805,0.235
0,-0.0309,0.0426,0.419,0.375,0.398,-1.23,-1.21,-0.625,-0.611,1.69,-0.429,-0.712,0.442,-0.76,-0.0204,0.28
0,0.0828,0.221,0.788,0.681,0.661,-1.23,-1.19,0.961,-0.136,0.207,0.622,-0.149,-0.825,1.12,0.236,-0.484
0,0.105,0.0129,0.292,0.256,NA,-1.21,-1.18,-0.987,-0.527,0.343,-1.14,0.0454,-0.611,-1.09,-1.2,1.04
0,0.0692,0.0328,-0.33,-0.276,0.492,0.173,0.194,-0.165,-0.387,-0.186,-0.752,-0.249,0.314,-0.226,0.00147,0.536
0,0.049,0.116,0.511,0.448,0.517,-0.259,-0.262,NA,-0.531,-0.351,-0.93,0.33,-0.0421,1.9,0.45,-0.196
0,0.117,0.148,0.241,0.233,0.225,-0.2,-0.275,0.722,0.0641,0.949,-0.732,-0.0303,-0.096,0.518,0.631,-0.232
0,0.0228,0.0131,0.194,0.167,0.251,-0.205,-0.174,-0.331,0.798,0.487,-0.575,-0.902,0.696,NA,0.273,0.333
0,0.0389,0.133,-0.0527,-0.0214,0.598,-0.0614,-0.0463,NA,0.124,0.664,0.25,0.0659,-0.128,0.0119,-0.19,-0.223
0,0.0733,0.168,-0.879,-0.757,0.46,0.45,0.587,1.35,1.39,-1.61,-0.0758,-0.234,-0.185,1.41,1.35,-1.14
0,-0.022,0.0561,-0.732,-0.607,0.713,2.18,2.27,-0.338,0.708,-0.294,1.63,0.15,-0.747,0.016,0.551,-0.477
0,-0.155,-0.0281,-0.872,-0.766,0.528,1.33,1.35,-1.63,-0.708,-0.104,-0.509,0.389,0.734,-1.66,-1.44,NA
0,-0.212,-0.481,-0.321,-0.275,-1.45,-1.33,-1.35,-1.89,-0.635,-0.22,0.463,3.52,-0.537,NA,-0.914,0.485
0,0.256,0.154,-0.578,-0.499,0.54,0.803,0.816,0.724,-0.119,0.343,-1.07,-0.441,-0.0626,NA,0.71,-0.0107
0,0.294,0.193,-0.127,-0.126,-0.511,-0.0129,-0.0714,2.32,0.952,-0.129,7.12,-0.323,-0.0834,2.48,0.714,NA
0,0.231,0.17,0.248,0.225,0.776,0.0885,0.112,-0.0419,0.534,0.291,-0.54,0.06,-0.609,0.0182,NA,-0.208
0,-0.077,0.0375,-0.226,-0.189,0.891,0.128,0.0374,-0.853,0.46,-1.02,-0.035,-0.812,0.465,-0.76,-0.253,0.596
0,0.0926,0.125,0.00722,0.029,0.579,0.191,0.134,NA,0.152,0.307,-0.206,0.723,-0.59,0.803,1.22,-0.107
0,-0.0539,-0.207,0.167,0.123,-0.995,-0.245,-0.203,0.827,-1.14,2.04,-1.18,-0.0912,0.344,0.441,-1.23,0.889
0,0.00574,-0.579,-0.305,-0.287,-2.57,0.477,0.587,-0.821,-1.67,2.05,-1.18,0.745,-0.8,-1.01,-1.08,NA
0,-0.12,0.0667,-0.402,-0.365,0.427,0.63,0.659,0.103,0.749,-0.637,-0.0526,0.0744,-1.11,0.0928,0.788,-0.27
0,-0.0303,0.153,-0.172,-0.146,0.754,0.375,0.39,-0.5,-0.0824,-0.194,0.313,-0.534,0.189,-0.397,NA,0.438
0,0.109,0.123,0.262,0.229,NA,-0.187,-0.131,-0.832,-0.0106,0.0476,-1.04,0.0685,-0.139,-0.912,0.859,0.388
0,0.126,0.177,0.457,0.412,0.271,-0.742,-0.738,NA,-0.0189,0.466,-0.715,0.411,-0.711,0.86,0.387,0.0135
0,0.0708,0.157,0.229,0.192,NA,-0.254,-0.164,0.442,0.315,0.141,0.13,0.0157,-0.27,0.507,1.28,-0.133
0,-0.0606,0.152,0.3,0.285,0.359,-0.306,-0.292,0.684,0.79,-0.969,0.0309,0.202,-0.106,1.11,0.97,-0.0477
0,0.0357,-1.18,-0.238,-0.208,-2.04,0.338,0.335,NA,-1.68,0.393,-0.246,-0.38,0.482,-1.02,NA,-1.74
0,0.0762,0.237,0.196,0.168,0.394,-0.347,-0.303,0.729,-0.0203,-1.54,-0.581,0.00141,-0.5,0.754,0.541,-0.223
0,-0.0265,0.163,-0.88,-0.771,NA,1.53,1.49,0.958,-0.444,0.212,0.0494,0.636,-0.731,0.841,0.857,-1.15
0,0.0929,0.2,-0.114,-0.0877,0.503,-0.55,-0.538,0.611,0.338,-0.365,-0.199,-0.106,-0.404,NA,0.369,-0.329
0,-0.109,-0.218,0.212,0.197,-0.8,-0.124,-0.162,0.196,-0.609,1.65,-1.09,0.242,0.39,-0.0401,-0.383,0.647
0,0.00669,0.181,0.2,0.181,0.355,-0.428,-0.433,-0.172,0.313,-0.81,0.254,0.529,-0.741,0.02,0.0376,0.0953
0,-0.303,-1.27,0.61,0.521,-3.17,-0.359,-0.328,0.969,-1.82,2.78,-1.24,-0.16,0.454,0.566,NA,-4.72
0,0.0676,0.1,0.72,0.609,-0.232,-0.753,-0.709,-1.32,-0.563,-0.526,0.0206,0.0222,0.212,-1.31,-0.318,-1.15
0,-0.0953,0.139,0.378,0.327,0.751,-0.705,-0.686,-0.592,-0.064,-1.06,-0.463,1.06,-0.22,-0.54,0.192,NA
0,0.0793,0.0212,0.827,0.696,-2.06,-1.23,-0.997,-1.66,1.28,1.62,0.583,-1.13,0.638,-1.72,NA,-0.547
0,0.0455,0.218,-0.184,-0.166,0.553,0.0764,0.119,-0.289,1.53,-0.833,2.55,0.412,-0.661,-0.147,-0.391,-0.834
0,0.129,0.119,0.63,0.546,0.601,-0.836,-0.826,0.386,0.0217,-0.0672,-0.889,-0.0447,-0.336,0.223,1.09,NA
0,-0.0438,-0.13,0.428,0.382,0.611,-0.536,-0.466,NA,0.717,0.31,-0.197,-0.925,0.988,-0.897,NA,1.13
0,0.146,0.261,0.274,0.238,0.615,-0.898,-0.902,0.00946,0.83,-0.664,0.948,0.188,-0.707,0.286,NA,-0.0137
0,-0.306,-0.0492,0.0855,0.112,-0.00638,0.324,0.238,0.499,-0.704,1.68,-0.731,-0.139,0.283,0.389,NA,0.0621
0,0.131,0.24,0.84,0.721,NA,-1.8,-1.76,-0.657,0.445,-0.607,0.369,0.188,-0.72,-0.628,-0.435,0.298
0,0.134,0.164,-0.369,-0.28,0.222,0.603,0.504,NA,0.71,-0.303,1.45,0.152,-0.298,1.63,1.2,NA
0,0.00764,0.208,0.344,0.314,0.407,-1.1,-1.08,1.61,0.784,-0.389,1.04,-0.0151,-0.45,NA,0.758,-0.372
0,0.215,0.181,0.125,0.136,0.633,0.0811,0.147,1.83,0.75,1.05,0.163,0.0444,-0.451,1.71,1.25,-0.553
0,0.108,0.221,0.693,0.595,0.649,-1.39,-1.35,-0.47,-0.0808,-0.566,1.31,-0.224,-0.586,NA,NA,-0.076
0,0.196,0.164,0.0831,0.082,0.487,0.157,0.208,0.0852,0.294,-0.185,0.619,-0.115,-0.217,0.333,0.493,-0.275
0,-0.0779,0.0206,0.196,0.174,0.323,-0.103,-0.125,0.15,-0.408,-0.106,-0.903,0.00272,0.134,NA,0.0777,0.124
0,-0.0141,0.208,0.342,0.289,0.553,-0.118,-0.143,-0.282,1.78,-1.53,0.296,-0.755,-0.0306,NA,NA,-0.206
0,0.0607,0.149,0.38,0.33,0.708,-0.506,-0.466,-0.172,0.581,-0.307,0.11,-0.229,-0.323,-0.195,-0.0129,NA
0,0.0155,0.217,-0.458,-0.396,NA,0.506,0.54,NA,0.881,-1.57,0.335,0.362,-0.588,-0.133,0.0259,-0.0871
0,0.105,-0.0197,0.141,0.138,-0.976,-0.0947,-0.0838,-1.68,-0.842,1.52,-0.522,-0.527,0.0655,-1.74,NA,0.0158
0,-0.121,0.0027,-0.433,-0.375,0.723,1.22,1.16,0.125,0.66,0.103,-0.113,-0.407,0.43,0.0727,0.869,-0.294
0,-0.129,-0.379,-1.01,-0.849,-0.0123,1.93,1.74,-1.66,-0.171,0.739,0.302,1.45,-1.17,NA,-3.2,1.52
0,0.166,0.263,0.935,0.8,1.19,-1.55,-1.5,NA,0.069,-0.413,-0.24,-0.15,-0.74,-0.411,0.391,-0.312
0,0.0929,0.224,0.337,0.288,0.447,-0.966,-0.893,0.0342,0.897,-0.89,1.07,-0.294,-0.704,NA,0.655,-0.129
0,0.129,0.237,0.0321,0.031,0.541,-0.163,-0.18,-0.124,0.735,-0.926,1.43,0.753,-0.737,0.119,0.119,-0.307
0,0.118,0.132,-0.338,-0.274,-1.44,0.379,0.335,-1.72,-1.42,0.0767,-1.02,0.0441,0.0879,-1.78,NA,2.14
0,0.215,-0.0806,-0.27,-0.227,-1.12,0.96,1.05,-1.17,-0.88,1.39,-0.944,-0.512,0.389,-1.27,-0.478,-1.08
0,0.0048,0.173,0.0772,0.0692,0.753,0.0315,0.0114,0.838,1.09,-1.4,0.354,-0.0423,-0.471,NA,1.33,-0.923
0,-0.0407,0.161,0.395,0.347,NA,-0.455,-0.471,0.057,0.00862,-0.759,-0.756,0.256,-0.141,0.0098,-0.152,-0.105
0,0.0544,0.0939,-0.191,-0.173,0.118,0.627,0.643,5.86,0.217,0.17,-0.565,0.273,-0.0894,4.86,1.4,NA
0,-0.077,0.0579,-0.384,-0.308,0.502,1.25,1.24,-0.146,0.469,-0.529,0.844,-0.76,0.379,0.134,NA,NA
0,0.122,0.161,0.0363,0.0351,0.701,-0.464,-0.451,-0.652,-0.366,-0.37,-0.359,0.664,-0.633,-0.561,0.168,0.408
0,-0.0211,0.167,-1.45,-1.23,0.589,1.29,1.36,1.47,0.599,-0.297,0.576,0.583,-0.347,1.6,0.861,-0.883
0,-0.0849,0.113,-0.302,-0.22,0.00693,0.551,0.232,1.42,-0.275,0.336,0.651,-0.131,0.273,1.35,0.929,NA
0,0.13,0.115,0.727,0.633,0.83,-0.948,-0.946,0.385,-0.473,0.604,-0.782,-0.00762,-0.7,0.166,0.13,0.426
0,0.0288,0.156,0.192,0.147,0.749,-0.615,-0.55,-0.712,1.2,-0.682,0.359,0.554,-0.996,NA,-0.142,0.149
0,0.019,0.157,0.0908,0.0759,0.924,0.709,0.513,-0.15,0.821,-0.814,0.739,0.67,-0.5,-0.0161,0.727,-0.0396
0,0.0894,0.125,-0.687,-0.582,0.763,0.56,0.562,NA,0.101,-1.22,-0.587,-0.259,0.0632,0.0349,1.03,-0.0252
0,0.201,0.106,-0.244,-0.227,0.736,0.446,0.513,-0.508,-0.228,1.18,-0.871,0.111,-0.782,-0.588,-0.546,-0.319
0,-0.0688,0.0694,-0.13,-0.108,NA,0.485,0.452,0.286,-0.218,1.02,-0.613,0.131,0.011,0.151,1.01,0.365
0,-0.128,0.203,-0.163,-0.157,0.313,0.73,0.883,-0.33,0.668,-0.0324,0.932,-0.819,0.37,NA,-0.0781,-0.311
0,0.0856,0.151,0.34,0.302,0.606,-0.933,-0.954,-0.426,-0.0746,0.561,-0.356,-0.164,-0.295,-0.43,-0.33,0.423
0,0.157,-0.0865,0.995,0.855,NA,-1.82,-1.76,-0.0204,-1.85,0.083,-1.35,-0.451,0.0828,-0.318,-0.0883,-3.01
0,-0.126,0.139,-0.261,-0.219,0.313,0.567,0.464,1.22,1.27,-1.43,1.31,0.362,-0.781,1.97,NA,-1.1
0,0.152,0.108,-0.545,-0.457,0.662,0.497,0.587,NA,-0.191,-0.758,-0.404,0.27,-0.578,-0.0857,0.87,-0.152
0,0.156,-0.138,0.587,0.493,NA,-1.09,-1.06,-1.43,-1.74,2.95,-0.889,0.595,-0.797,-1.53,-1.26,-1.65
0,-0.0805,-0.598,-0.0799,-0.0663,-3.16,0.325,0.347,-0.685,-1.79,0.69,-1.33,-0.406,0.465,NA,-1.73,NA
0,-0.221,-0.314,0.628,0.609,-1.25,-0.155,-0.688,-1.88,-0.328,-1.02,0.288,1.17,3.15,-1.93,-1.87,-0.136
0,-0.246,0.00985,-0.789,-0.651,-0.181,1.27,1.1,-0.487,0.108,0.0174,-0.185,0.929,0.16,NA,-0.275,0.342
0,0.0705,0.192,0.388,0.322,0.688,-0.662,-0.646,-1.14,-0.352,-0.152,-0.212,0.344,-0.752,NA,0.0432,0.499
0,0.0544,0.105,0.338,0.292,0.58,-0.824,-0.812,-0.895,-0.126,0.928,0.0498,0.239,-0.0892,-0.824,NA,0.616
0,0.0727,0.221,0.299,0.257,0.541,-0.0917,-0.227,1.02,-0.456,-0.162,0.959,0.056,-0.79,NA,0.78,-0.685
0,-0.456,-0.278,-0.812,-0.625,0.127,2.25,1.97,0.986,0.084,0.0933,-0.208,0.363,1.16,0.951,0.588,0.246
0,0.0424,-0.223,-0.329,-0.317,-1.13,0.781,0.852,-1.69,-1.52,0.916,-1.04,-0.16,-0.00521,-1.75,-1.96,0.969
0,-0.0921,-0.0114,0.114,0.111,NA,-0.000693,-0.00913,NA,0.0555,-0.865,-0.777,-0.819,0.744,0.61,0.424,0.363
0,-0.0176,0.113,-0.193,-0.155,NA,0.736,0.608,0.253,0.499,-0.839,-0.102,0.0278,0.277,0.0897,0.953,0.107
0,0.191,-0.428,-0.00464,0.00811,-0.125,0.412,0.427,-0.833,-0.279,0.6,-1.02,0.0729,-1.56,-0.975,-2.05,2.1
0,0.156,-0.251,-0.661,-0.58,-1.38,0.59,0.686,-1.07,-1.64,1.35,-0.917,0.352,0.58,-1.19,-1.18,0.0503
0,0.0427,0.19,0.229,0.19,0.589,-1.02,-1.11,-0.368,0.941,-0.549,1.2,0.285,-0.702,-0.201,0.612,NA
0,0.0253,0.101,0.221,0.18,0.0911,-0.0996,0.0505,-0.388,0.486,0.248,0.562,-0.805,0.507,-0.371,0.802,0.227
0,0.0692,0.212,-0.11,-0.0887,0.675,-0.00139,-0.0392,0.375,0.685,-0.432,0.466,-0.0339,-0.652,0.505,0.914,-0.336
0,0.112,0.0982,0.0553,0.0468,0.772,-0.0657,-0.0263,-0.38,0.186,0.483,-0.983,-0.244,-0.0328,-0.464,0.213,-0.0922
0,0.279,-0.242,0.199,0.151,-1.99,-0.866,-0.791,-0.609,-1.3,2.08,-0.855,-0.224,0.262,-0.795,-0.0789,NA
0,0.0907,0.193,0.107,0.0886,0.511,-0.246,-0.367,NA,0.698,-1.06,0.989,-0.0312,-0.819,0.532,0.631,-0.15
0,-0.000257,0.153,0.0558,0.0529,0.469,0.736,0.563,1.59,0.51,-0.96,1.43,-0.0225,-0.0905,1.54,1.45,-0.723
0,0.228,0.168,-0.794,-0.67,0.688,0.86,0.857,0.057,0.701,-0.0715,-0.486,-0.515,0.104,0.233,0.285,-0.416
0,0.266,0.0245,0.307,0.256,NA,-0.2,-0.139,-1.91,-1.69,-0.317,-1.02,-0.505,1.01,-1.96,-2.1,3.48
0,-0.318,0.0435,-1.43,-1.22,0.0454,2.43,2.31,NA,0.563,-1.1,0.901,-0.172,0.667,1.04,0.429,-0.762
0,-0.439,-0.15,0.338,0.334,NA,7.5,7.69,1.52,1.3,0.387,-0.315,0.621,-0.113,1.53,3.94,-0.951
0,0.194,0.0633,-0.659,-0.588,-0.025,0.821,0.946,-0.421,-1.17,0.773,-0.871,0.512,-0.235,-0.55,-1.03,-0.678
0,-0.00752,-0.93,-0.0681,-0.0556,-1.85,0.23,0.259,0.42,-0.993,2.35,-1.2,1.17,-0.344,0.093,-1.3,NA
0,0.0822,-1.21,-0.251,-0.293,NA,-0.138,-0.304,-1.31,-0.0949,-0.792,1.93,0.243,-3.14,-1.24,-0.668,-0.817
0,-0.047,0.113,-0.499,-0.412,0.643,1.35,1.29,NA,0.602,-0.482,-0.0752,0.451,-0.433,2.3,NA,NA
0,0.0828,0.0617,0.158,0.15,-1.98,-0.185,-0.162,-1.53,-1.7,1.34,-1.06,-0.491,0.656,-1.61,-2.3,NA
0,0.0632,0.147,-0.536,-0.443,0.123,-1.21,-1.19,1.89,-0.203,-0.354,0.484,-0.546,-0.328,1.77,0.892,-1.04
0,-0.179,-0.0944,-0.203,-0.152,0.0458,0.61,0.463,-0.287,1.31,-0.747,0.643,-1.29,1.71,-0.197,0.202,0.853
0,-0.0141,0.206,-1.5,-1.28,0.585,1.6,1.87,1.25,0.298,0.497,0.805,-0.585,-0.506,1.36,1.69,-0.312
0,0.00132,0.144,0.142,0.127,0.566,0.243,0.279,0.701,0.713,-1.17,-0.263,0.351,-0.265,0.87,0.893,-0.295
0,-0.141,-0.0871,0.0185,0.0127,-1.65,0.512,0.529,-0.497,-1.4,1.15,-1.25,-0.105,-0.043,-0.696,-1.71,-0.0187
0,0.0212,0.156,-0.0882,-0.0846,-0.813,-0.225,-0.187,NA,-1.16,1.74,-1,-1.41,0.796,NA,-1.24,1.84
0,-0.197,-0.165,-1.75,-1.55,0.545,1.52,1.52,-1.12,-0.0205,-0.353,-0.311,1.15,1.44,-1.16,-1.23,NA
0,-0.0167,0.128,-0.601,-0.53,0.834,0.874,0.622,0.268,0.145,-0.221,0.927,-0.504,0.514,0.416,0.132,-0.423
0,0.206,-0.456,0.284,0.246,-2.5,-0.227,-0.191,NA,-1.37,1.6,-1.34,0.0723,-0.0713,-0.287,-1.62,2.07
0,-0.0808,0.113,0.248,0.218,0.087,0.269,0.19,NA,-0.297,-0.143,-0.473,-0.0203,-0.0812,-0.632,-0.249,-0.622
0,0.0332,0.00697,-0.409,-0.332,NA,0.322,0.29,0.642,0.172,1.13,-0.613,-0.144,0.0712,0.567,1.38,0.071
0,-0.185,-0.25,0.591,0.484,-3.25,-0.332,-0.271,-1.41,-1.93,1.4,-1.09,-0.0257,0.203,NA,-1.82,-0.224
0,0.0979,0.0846,-0.163,-0.134,NA,0.489,0.473,-0.634,-0.481,0.64,-0.248,-0.185,-0.083,-0.703,NA,-0.373
0,-0.149,0.0253,-0.439,-0.366,0.59,0.645,0.566,-0.318,2.06,-1.21,-0.265,-0.0835,0.256,NA,NA,0.114
0,-0.0467,0.12,0.744,0.644,0.527,-0.701,-0.713,-0.254,-0.222,-0.647,-0.0465,0.147,0.346,-0.3,-0.444,0.859
0,-0.183,-0.0841,0.292,0.198,0.712,-0.0186,0.204,-0.432,0.715,-0.671,0.435,-0.0782,0.794,-0.453,0.436,-0.15
0,-0.0337,0.235,-0.0284,-0.0596,-2.99,-0.816,-0.758,0.0473,-1.79,1.84,-1.14,0.358,0.124,-0.225,-1.12,0.145
0,-0.1,0.00675,-0.92,-0.776,0.199,0.837,0.817,-0.91,0.232,-0.995,0.0915,1.36,0.707,-0.811,-0.571,NA
0,0.0588,-0.122,-0.0639,-0.0591,-1.64,1.04,1.06,-1.74,-1.37,-0.0543,-1.28,-0.253,0.626,-1.8,-2.25,4.26
0,0.0708,-0.222,0.0357,0.0443,NA,-0.0283,-0.114,-1.88,1.17,0.974,0.0887,-0.273,0.819,NA,0.559,-2.59
0,0.00795,-0.922,0.0404,0.0886,-2.74,-0.233,-0.277,0.492,-1.57,1.85,-1.12,1.49,-0.853,0.13,-0.547,0.556
0,0.0177,0.0788,-0.56,-0.471,NA,0.44,0.402,1.15,0.35,-0.451,-0.813,-0.567,0.125,NA,NA,0.255
0,0.212,0.232,0.254,0.224,0.368,-0.29,-0.292,-0.48,-0.444,-0.495,-0.722,0.021,-0.399,NA,NA,-0.194
0,-0.392,-0.0281,0.923,0.777,-0.527,-1.17,-1.05,-1.88,0.713,0.307,0.246,1.23,-1.22,-1.92,-3.89,3.46
0,0.115,0.0988,0.289,0.259,0.445,-0.717,-0.708,0.113,-0.0894,0.0382,-1.17,-0.0218,-0.486,-0.0127,0.224,-0.0362
0,0.0916,0.0915,0.568,0.494,0.746,-0.796,-0.777,0.00459,-0.547,0.0171,-0.809,0.292,-0.106,NA,0.283,NA
0,0.13,-0.0979,0.079,0.0626,0.124,-0.000848,0.044,-1.04,0.105,1.04,-1.24,-0.536,0.0367,NA,-0.94,NA
0,0.103,0.225,0.0226,0.0219,NA,0.366,0.451,-0.49,0.822,-0.406,0.881,0.142,-0.725,-0.465,NA,-0.07
0,0.0414,0.157,-0.373,-0.307,0.388,0.402,0.531,0.807,-0.198,-0.623,0.709,0.731,-0.168,NA,0.489,-0.593
0,0.219,0.276,0.987,0.85,1.16,-1.51,-1.44,0.215,0.0926,1.61,-0.493,-0.0161,-0.828,0.0982,0.586,-0.503
0,0.00511,0.179,0.265,0.225,NA,-0.489,-0.447,-0.629,3.14,-1.65,1.19,-0.0312,-0.231,-0.313,0.571,0.0121
0,0.106,0.198,0.276,0.24,0.599,-0.101,-0.0936,-0.249,-0.42,0.017,-0.255,0.444,-0.444,-0.287,0.0161,-0.423
0,-0.0817,0.0766,-1.46,-1.21,0.0607,1.46,1.87,0.204,-0.508,0.608,0.0165,-0.118,-0.72,0.0293,0.0103,NA
0,0.128,0.198,0.482,0.402,0.532,-0.41,-0.451,-0.505,1.84,-0.57,0.987,-0.864,-0.424,-0.135,0.29,-0.131
0,0.146,0.219,-0.788,-0.684,0.996,1,1.05,0.0435,-0.452,-0.88,-0.503,0.187,-0.902,-0.0335,0.928,-0.6
0,0.0727,0.192,0.192,0.166,NA,-0.966,-0.972,-0.381,0.257,-0.328,0.748,0.589,-0.596,-0.348,-0.43,-0.192
0,0.0793,0.15,0.373,0.322,0.544,-0.747,-0.718,-0.466,-0.335,0.176,-0.89,-0.67,-0.34,-0.536,-0.122,0.545
0,-0.0391,-0.588,0.25,0.215,NA,-0.133,-0.128,-0.322,-1.89,0.375,-1.25,-0.0371,0.0393,-0.521,-1.3,-0.665
0,0.0762,0.216,0.47,0.41,0.542,-0.622,-0.625,0.0143,-0.0911,-1.18,0.0997,-0.0906,-0.223,NA,-0.0944,NA
0,0.175,0.217,0.899,0.765,0.654,-1.61,-1.55,-0.381,0.158,0.339,0.404,-0.208,-0.624,-0.341,-0.152,-0.325
0,0.0698,0.184,0.563,0.488,0.599,-0.555,-0.63,0.0343,0.876,-0.121,1.54,0.364,-0.35,NA,0.453,-0.221
0,0.0187,0.141,0.288,0.244,NA,0.128,0.0811,-0.0912,-0.205,-0.468,-0.449,-0.362,-0.125,0.00689,NA,0.0174
0,0.025,0.189,0.413,0.372,0.456,-0.27,-0.409,1.65,0.809,0.0858,0.914,-0.371,-0.359,1.69,0.941,-0.815
0,-0.0236,0.0325,-0.829,-0.703,NA,0.888,0.821,-1.55,-0.324,-0.482,0.722,0.727,2.16,NA,-1.4,NA
0,-0.0397,0.0451,-0.155,-0.137,-1.09,0.139,0.113,-1.91,-1.4,0.378,-0.483,-0.28,0.921,NA,-1.72,1.83
0,0.0108,0.0189,-0.372,-0.337,0.509,0.993,1.03,-0.174,0.463,-0.532,0.878,-0.18,-0.142,-0.154,NA,-0.536
0,0.102,0.218,0.377,0.348,0.344,-0.0683,-0.0515,NA,0.464,-1.01,2.02,-0.156,0.152,0.414,0.983,-0.435
0,-0.277,0.0793,-1.02,-0.856,NA,1.65,1.51,-0.107,-0.124,-0.814,0.129,-1.3,0.753,0.0307,-0.624,0.16
0,-0.0176,-0.167,0.368,0.338,-0.934,-0.461,-0.462,-1.19,-0.652,1.21,-1.25,-0.813,0.619,-1.33,-1.3,1.54
